Machine_ID,Temperature,Run_Time,Downtime_Flag
M_327,118.07,354.46,1
M_418,119.82,64.15,1
M_945,81.53,261.62,1
M_772,92.06,84.43,1
M_188,117.11,234.79,0
M_949,119.5,5.15,1
M_306,78.93,341.9,0
M_583,108.73,161.58,0
M_588,82.4,291.37,1
M_017,81.56,176.4,1
M_584,119.72,296.19,0
M_187,94.66,454.69,0
M_329,90.65,474.34,1
M_570,113.7,214.81,0
M_499,82.31,280.6,1
M_505,95.18,60.99,0
M_251,68.86,236.4,1
M_065,106.36,30.26,1
M_424,116.1,149.18,1
M_926,78.6,29.35,0
M_016,59.92,74.9,1
M_112,71.03,18.05,0
M_322,78.71,412.34,1
M_176,83.27,202.42,1
M_691,110.84,1.24,0
M_485,63.13,200.04,0
M_318,119.94,190.55,0
M_796,66.57,102.05,1
M_187,76.59,71.98,1
M_489,76.65,266.02,0
M_890,91.31,282.34,0
M_919,50.38,34.72,1
M_337,71.16,98.97,1
M_852,72.91,246.13,1
M_096,59.18,309.99,1
M_556,103.77,53.08,1
M_232,64.9,87.28,0
M_717,71.83,279.39,0
M_898,94.77,250.38,0
M_908,90.64,467.47,0
M_747,64.17,457.96,0
M_748,73.61,482.23,0
M_231,111.59,53.23,0
M_715,84.97,447.06,1
M_198,85.9,423.65,0
M_865,58.83,91.78,0
M_909,69.31,381.54,0
M_157,60.76,448.89,1
M_099,97.36,260.55,0
M_428,80.36,307.63,1
M_094,110.95,151.88,1
M_428,102.17,76.79,1
M_456,94.67,303.1,0
M_441,117.41,13.87,1
M_624,52.89,304.21,0
M_401,96.13,184.86,0
M_517,99.25,451.27,0
M_819,110.92,97.12,0
M_167,97.83,413.28,1
M_669,61.55,434.14,0
M_643,67.81,402.72,0
M_416,87.49,4.97,1
M_138,81.1,182.5,1
M_776,73.41,200.68,1
M_274,115.19,61.02,1
M_603,56.31,492.81,1
M_412,95.33,460.67,1
M_763,109.59,41.47,0
M_419,95.58,134.53,0
M_941,57.99,35.33,0
M_127,90.18,326.02,1
M_098,61.75,403.19,1
M_370,68.41,473.24,0
M_118,73.57,168.28,0
M_878,59.29,191.41,0
M_121,70.57,353.97,0
M_124,98.2,378.39,1
M_109,99.81,143.55,1
M_941,110.53,98.85,1
M_763,100.07,365.04,0
M_392,103.87,119.4,1
M_521,51.3,327.66,0
M_888,50.02,480.49,0
M_770,58.61,211.98,1
M_206,76.66,297.41,1
M_849,111.38,396.59,1
M_819,104.56,64.43,1
M_380,63.85,235.2,0
M_172,50.09,339.84,0
M_785,69.21,347.47,0
M_207,96.12,21.74,1
M_098,91.47,302.66,0
M_407,100.33,497.24,1
M_765,83.54,478.09,1
M_433,85.62,470.11,1
M_538,94.98,243.35,0
M_141,78.77,456.99,1
M_077,82.2,69.76,0
M_934,86.93,373.62,0
M_619,64.87,399.76,0
M_043,87.93,70.42,1
M_241,88.14,3.26,1
M_903,93.34,154.88,1
M_871,91.12,205.03,0
M_089,97.33,130.13,0
M_076,62.58,143.33,0
M_024,87.58,254.75,0
M_623,79.3,248.26,1
M_221,118.79,153.33,0
M_317,86.49,64.72,0
M_426,53.2,321.82,1
M_615,112.15,246.82,0
M_059,69.59,349.42,0
M_877,114.51,391.09,0
M_804,98.89,333.05,0
M_335,69.26,418.97,0
M_474,85.57,473.22,1
M_291,107.83,496.72,0
M_156,55.98,36.23,1
M_655,63.43,239.31,0
M_575,108.68,313.91,0
M_812,119.63,71.44,1
M_435,59.73,405.74,0
M_286,62.43,99.95,0
M_243,55.3,15.31,0
M_387,111.76,58.35,1
M_986,95.79,469.55,0
M_578,52.41,267.82,0
M_299,59.26,136.22,0
M_932,100.99,466.01,1
M_891,65.5,416.24,0
M_886,83.84,51.32,1
M_985,104.05,110.89,0
M_349,63.59,493.84,1
M_563,118.8,206.38,0
M_352,68.21,158.31,1
M_284,71.32,324.84,0
M_942,84.76,123.74,0
M_509,119.39,230.97,1
M_404,88.83,219.04,0
M_186,69.27,424.09,0
M_749,74.8,287.0,0
M_653,118.16,141.79,0
M_350,85.94,468.93,0
M_309,112.55,302.48,1
M_358,87.76,296.02,0
M_418,111.63,402.05,1
M_533,50.57,8.17,0
M_210,86.56,40.19,1
M_261,52.77,347.21,1
M_051,74.89,115.76,0
M_681,109.27,215.03,0
M_961,77.1,89.63,0
M_711,70.33,32.47,1
M_810,62.83,406.45,1
M_069,72.41,171.86,1
M_947,61.62,282.49,1
M_193,63.94,289.64,0
M_458,107.55,465.23,1
M_189,84.45,249.5,0
M_446,68.41,327.25,0
M_007,86.04,213.02,0
M_176,73.34,100.15,1
M_827,82.54,153.96,1
M_979,72.2,476.51,0
M_995,99.32,46.43,1
M_030,101.14,459.23,1
M_329,110.84,425.96,0
M_219,58.5,404.24,1
M_609,110.47,283.13,0
M_683,102.64,168.25,1
M_547,54.05,302.79,0
M_346,67.98,341.63,1
M_760,83.02,1.83,0
M_211,95.35,280.44,1
M_900,97.53,286.96,0
M_971,64.07,170.35,1
M_295,70.4,175.51,0
M_689,52.91,42.7,0
M_386,109.4,459.37,0
M_459,119.0,256.57,1
M_313,78.48,89.52,0
M_786,107.76,496.35,0
M_562,60.15,381.63,0
M_142,58.76,378.24,1
M_171,86.84,371.39,1
M_345,57.97,162.79,1
M_039,100.65,188.22,1
M_352,62.13,102.37,1
M_546,107.28,437.88,1
M_065,115.56,92.65,1
M_725,78.99,388.9,0
M_785,82.02,200.05,0
M_201,97.09,383.77,0
M_427,85.5,119.77,0
M_143,119.67,253.2,0
M_608,104.68,169.49,0
M_048,107.5,472.95,1
M_192,58.46,341.88,0
M_884,68.3,156.4,1
M_472,70.93,118.13,0
M_835,73.99,274.67,0
M_764,65.99,178.96,0
M_031,61.68,85.73,0
M_750,57.2,415.93,0
M_443,55.27,85.7,1
M_934,104.22,66.95,1
M_746,113.9,298.56,0
M_175,61.01,197.79,1
M_812,96.93,417.65,0
M_355,64.16,352.88,0
M_280,85.32,349.16,1
M_712,72.51,475.53,0
M_250,94.36,233.15,1
M_384,67.44,487.44,0
M_328,64.49,84.39,1
M_091,74.36,179.04,0
M_594,55.83,326.92,0
M_774,115.55,292.71,1
M_559,107.14,234.16,1
M_765,104.49,177.32,0
M_376,94.57,61.63,0
M_663,87.8,148.86,0
M_767,67.83,333.67,0
M_100,103.19,286.94,0
M_063,89.62,190.72,1
M_290,57.65,396.53,0
M_824,113.43,167.48,1
M_903,75.87,226.65,0
M_054,103.0,329.88,1
M_902,98.47,209.78,0
M_099,52.39,440.51,1
M_653,85.79,453.02,0
M_245,118.69,221.87,0
M_957,84.39,209.63,1
M_022,102.04,486.63,1
M_772,98.19,428.04,0
M_408,112.53,430.26,0
M_573,75.63,271.65,0
M_859,59.16,348.91,1
M_498,74.82,119.27,1
M_672,68.61,275.81,0
M_933,51.94,250.49,0
M_664,100.29,229.71,1
M_893,118.09,93.94,0
M_224,116.48,305.08,0
M_832,72.04,354.32,1
M_128,71.68,241.66,0
M_337,80.66,267.42,0
M_861,50.57,487.93,0
M_384,52.24,439.12,0
M_985,102.69,354.31,1
M_557,64.25,455.1,1
M_182,68.25,4.54,1
M_543,72.71,361.45,1
M_833,76.55,276.59,1
M_872,90.81,10.17,0
M_904,59.05,198.16,1
M_216,54.2,366.76,0
M_742,102.37,315.72,1
M_473,87.18,67.07,0
M_350,52.89,153.0,1
M_067,83.61,393.92,1
M_232,66.24,201.4,1
M_796,66.35,12.13,0
M_951,119.84,150.9,1
M_779,113.27,246.91,0
M_812,89.51,295.93,0
M_827,92.44,382.33,0
M_826,93.53,392.25,1
M_106,76.13,10.97,1
M_430,95.59,390.9,0
M_264,116.49,122.07,1
M_474,52.7,113.75,1
M_100,73.54,203.68,0
M_406,63.06,115.49,1
M_685,50.36,153.38,1
M_015,100.64,270.32,1
M_631,67.62,329.93,1
M_655,99.34,487.42,0
M_126,56.47,326.95,0
M_473,81.65,187.05,0
M_300,91.24,214.16,0
M_567,99.64,379.44,1
M_759,109.86,255.8,0
M_713,106.85,319.69,1
M_118,58.79,206.36,0
M_621,98.56,204.67,0
M_481,79.6,224.74,1
M_017,61.74,354.56,0
M_202,83.19,73.75,1
M_093,54.37,301.55,0
M_698,109.83,461.92,0
M_442,57.96,486.96,0
M_181,117.24,257.4,1
M_951,60.82,328.87,0
M_786,107.0,449.96,0
M_956,92.97,463.81,1
M_674,95.56,99.06,1
M_368,111.38,307.86,0
M_910,88.41,69.48,1
M_701,117.86,163.03,0
M_952,77.06,407.26,0
M_819,108.13,198.55,0
M_459,99.57,286.39,1
M_839,72.33,46.21,0
M_899,53.35,460.93,1
M_903,98.94,237.48,0
M_079,79.22,224.01,1
M_045,98.49,361.16,1
M_271,99.92,303.45,1
M_914,105.96,198.0,1
M_632,113.45,426.91,1
M_666,76.43,445.93,1
M_002,109.79,300.33,0
M_391,50.23,7.09,0
M_977,58.56,134.4,1
M_002,85.13,456.9,0
M_254,114.6,200.39,0
M_034,80.34,379.81,1
M_781,112.25,322.51,1
M_951,93.87,305.76,1
M_747,88.38,131.81,1
M_205,61.89,149.84,0
M_011,117.85,21.39,1
M_081,111.02,462.51,0
M_470,100.6,28.0,0
M_857,80.53,198.44,0
M_281,76.35,163.25,0
M_930,57.79,189.58,1
M_335,68.26,377.51,1
M_167,109.69,498.5,0
M_934,109.38,431.47,1
M_292,63.64,104.16,1
M_815,110.59,490.32,1
M_505,60.77,138.99,1
M_209,90.21,328.48,1
M_098,82.0,31.08,1
M_431,57.84,475.2,1
M_186,106.89,357.8,0
M_687,61.75,304.7,1
M_281,59.46,493.5,1
M_924,81.02,458.14,1
M_752,71.79,237.7,1
M_829,91.53,8.31,1
M_533,110.3,368.23,0
M_139,95.25,367.98,1
M_083,84.19,242.17,1
M_943,109.88,429.85,1
M_293,100.67,390.15,1
M_431,93.36,443.17,1
M_886,56.09,84.9,1
M_327,81.17,202.08,0
M_225,68.5,280.64,0
M_425,67.48,204.78,1
M_638,108.59,202.3,0
M_322,73.41,388.41,1
M_415,101.66,430.91,1
M_281,69.06,228.92,1
M_235,55.55,98.46,0
M_422,64.29,201.65,1
M_608,53.39,95.98,0
M_797,82.35,287.62,0
M_195,119.49,334.61,0
M_108,78.18,118.8,1
M_460,78.2,60.42,0
M_747,52.3,298.23,1
M_536,70.54,120.57,0
M_969,72.18,18.79,0
M_695,110.93,214.83,0
M_250,86.24,361.07,0
M_271,76.51,116.13,0
M_159,77.42,453.65,0
M_163,81.77,146.39,0
M_455,119.39,6.41,0
M_928,85.09,248.86,1
M_635,82.75,36.65,1
M_979,57.7,202.21,1
M_083,73.16,106.08,1
M_583,76.85,357.09,0
M_776,76.41,70.37,1
M_423,75.44,154.8,1
M_847,71.66,146.66,1
M_024,86.39,479.51,1
M_351,58.09,38.21,0
M_251,63.18,152.38,1
M_584,90.65,173.51,1
M_861,55.43,105.02,0
M_988,104.9,346.59,0
M_520,66.4,104.04,0
M_132,51.4,359.98,1
M_032,98.63,477.11,1
M_794,69.16,182.57,0
M_146,54.0,354.4,0
M_185,97.6,197.03,0
M_491,105.32,144.85,1
M_911,84.43,408.22,0
M_815,96.03,438.96,0
M_308,87.36,466.64,0
M_140,51.52,15.89,0
M_523,60.13,173.83,0
M_486,77.77,355.04,0
M_687,80.11,498.23,1
M_936,104.12,34.87,0
M_011,78.31,301.7,0
M_649,80.03,419.75,0
M_220,98.06,110.56,1
M_677,67.81,250.81,0
M_223,91.05,256.16,0
M_605,59.93,368.71,1
M_190,53.37,256.15,0
M_952,84.09,385.3,1
M_216,99.12,460.64,0
M_409,88.95,120.19,1
M_972,118.34,112.94,0
M_010,113.7,177.24,1
M_043,80.22,344.5,1
M_907,116.51,140.16,1
M_194,77.79,435.14,1
M_036,60.07,442.75,0
M_474,79.86,181.75,0
M_340,118.2,68.72,0
M_437,113.21,118.09,0
M_457,69.84,451.99,1
M_167,96.56,232.45,0
M_497,66.26,307.92,1
M_127,54.2,249.16,1
M_493,73.52,148.37,0
M_083,88.04,234.44,0
M_383,115.13,207.69,0
M_302,101.22,107.09,0
M_272,70.87,203.26,0
M_703,75.88,101.75,0
M_241,79.2,338.23,1
M_693,64.03,448.17,1
M_405,84.33,247.08,0
M_360,86.18,292.4,0
M_215,82.93,457.84,1
M_378,77.15,330.68,1
M_058,73.16,22.59,1
M_483,92.57,172.15,1
M_703,60.88,268.12,0
M_295,118.73,149.2,1
M_081,106.3,122.49,1
M_906,75.47,269.09,0
M_963,95.41,256.66,0
M_829,67.55,8.17,0
M_236,79.76,57.83,0
M_043,73.48,51.49,0
M_623,75.76,19.47,1
M_984,58.19,472.29,0
M_583,79.32,381.39,0
M_014,67.52,467.92,0
M_637,101.65,162.77,1
M_500,91.44,213.24,1
M_333,87.76,281.59,1
M_093,78.52,429.36,1
M_791,84.12,441.69,0
M_727,104.55,241.16,0
M_045,81.33,307.8,0
M_435,66.95,387.1,1
M_095,75.22,176.46,0
M_922,111.32,141.52,0
M_624,118.43,217.75,1
M_599,107.06,427.76,1
M_989,111.66,495.08,1
M_052,73.4,495.83,1
M_522,84.1,256.75,0
M_359,113.86,30.92,0
M_910,106.02,254.23,1
M_1000,93.91,143.34,0
M_052,98.31,60.32,1
M_924,103.27,221.72,0
M_722,119.15,416.93,0
M_030,50.67,370.86,1
M_599,66.54,238.42,1
M_718,114.45,87.62,1
M_187,50.94,295.29,0
M_692,59.65,245.24,0
M_568,83.27,129.08,1
M_243,82.3,488.77,1
M_163,119.79,126.88,0
M_222,86.45,138.92,0
M_842,58.55,260.28,1
M_053,66.48,134.73,0
M_398,73.58,56.45,0
M_988,63.21,337.47,1
M_362,108.69,398.37,1
M_468,117.31,168.79,0
M_452,86.65,203.42,0
M_394,119.39,122.69,0
M_736,74.52,44.06,1
M_146,86.54,422.72,0
M_845,62.38,29.18,1
M_176,117.47,187.62,0
M_129,56.42,118.63,1
M_916,81.92,366.78,0
M_230,102.09,34.92,0
M_653,112.62,347.71,1
M_944,58.68,74.34,0
M_597,116.44,64.49,0
M_483,119.14,143.22,1
M_199,70.59,313.32,1
M_652,99.03,240.74,1
M_604,113.45,390.55,0
M_870,101.68,149.06,1
M_441,116.98,368.03,1
M_280,102.13,156.73,1
M_634,95.29,230.14,1
M_332,89.38,38.09,1
M_637,81.27,490.18,1
M_705,88.91,77.49,0
M_583,99.82,230.98,1
M_702,79.51,173.36,1
M_317,67.81,241.33,0
M_679,59.81,209.0,0
M_507,108.52,234.65,0
M_467,94.77,171.16,0
M_072,80.46,475.58,1
M_958,56.77,20.46,1
M_917,93.0,133.46,1
M_357,74.4,205.88,1
M_027,82.67,308.8,0
M_716,96.18,322.9,1
M_445,91.5,337.99,0
M_414,58.66,109.27,1
M_851,104.28,416.01,0
M_392,83.23,401.54,0
M_331,111.74,29.31,0
M_009,107.82,387.98,1
M_488,111.25,217.41,1
M_730,65.22,211.37,0
M_199,57.46,59.1,1
M_066,111.9,498.8,1
M_506,94.32,305.72,1
M_013,93.49,479.11,0
M_250,101.93,49.58,0
M_611,76.77,234.3,1
M_037,106.43,71.66,0
M_439,109.93,425.86,1
M_335,87.59,76.3,1
M_552,95.75,56.57,0
M_421,84.17,144.49,0
M_441,115.51,465.08,0
M_463,114.94,32.14,1
M_819,95.39,27.14,0
M_068,78.19,174.83,0
M_544,52.39,428.43,0
M_104,116.5,202.81,0
M_651,79.54,493.43,1
M_930,93.49,195.29,1
M_353,65.84,61.62,0
M_152,68.91,68.57,0
M_076,88.39,125.05,1
M_436,62.8,105.43,1
M_696,111.5,200.01,0
M_766,71.99,455.68,1
M_823,119.35,245.11,1
M_552,116.99,400.61,0
M_866,53.62,493.11,0
M_892,81.22,159.21,1
M_244,111.57,244.92,0
M_895,115.18,497.34,0
M_708,75.29,50.98,1
M_149,74.95,82.37,1
M_235,54.33,412.45,1
M_711,103.19,12.16,0
M_050,81.3,205.74,0
M_290,94.68,424.71,0
M_824,82.0,284.89,1
M_007,111.33,262.94,0
M_329,62.39,441.44,1
M_233,101.41,413.49,1
M_963,58.64,480.55,0
M_706,68.39,61.92,0
M_961,119.75,234.88,1
M_086,103.9,434.6,1
M_967,97.64,76.99,0
M_653,113.02,336.8,0
M_518,90.7,33.68,0
M_425,87.24,185.0,1
M_609,79.9,433.04,1
M_439,110.62,379.72,1
M_752,116.8,403.66,1
M_980,60.69,157.01,1
M_132,85.5,82.92,0
M_078,63.13,90.53,0
M_969,69.15,31.71,0
M_346,75.03,353.69,0
M_139,93.54,428.78,0
M_993,105.46,24.34,0
M_777,58.55,228.27,0
M_318,84.44,295.43,1
M_966,53.34,29.13,0
M_342,105.44,38.73,0
M_003,109.38,247.38,1
M_270,106.43,290.44,1
M_703,62.84,156.97,0
M_622,57.11,146.84,0
M_856,52.61,381.57,0
M_658,76.52,68.35,0
M_339,90.6,188.87,1
M_995,67.36,22.52,0
M_633,93.28,21.23,0
M_470,50.82,145.76,0
M_931,80.25,479.51,0
M_190,70.91,232.24,1
M_729,106.47,350.33,0
M_900,81.95,37.7,1
M_488,80.4,272.95,1
M_837,115.4,405.15,0
M_940,94.18,55.92,1
M_104,117.97,292.25,0
M_637,98.07,21.96,0
M_743,93.16,340.06,1
M_087,71.35,219.45,1
M_611,116.38,271.59,0
M_469,119.93,401.68,1
M_975,98.08,378.96,0
M_880,110.63,240.17,1
M_531,55.14,256.17,0
M_173,72.22,43.46,0
M_961,70.62,398.6,0
M_727,117.55,216.47,1
M_266,99.86,81.03,0
M_457,67.5,306.31,0
M_110,56.59,301.53,1
M_748,58.68,498.54,1
M_641,72.23,493.85,0
M_427,58.17,474.37,0
M_226,112.31,452.28,1
M_963,110.75,328.36,0
M_973,105.45,278.81,1
M_754,86.58,49.2,1
M_645,103.28,144.08,1
M_927,73.35,76.77,0
M_393,95.16,340.13,1
M_789,52.44,366.38,1
M_624,92.38,78.77,0
M_771,79.28,284.69,1
M_669,82.01,13.14,1
M_551,74.5,106.42,0
M_791,87.19,254.55,0
M_584,61.57,312.32,1
M_581,51.61,333.96,0
M_612,65.32,485.06,0
M_573,74.83,112.7,1
M_267,81.11,20.17,0
M_741,88.98,128.94,0
M_771,111.62,490.57,0
M_909,71.08,351.0,1
M_619,119.57,143.5,0
M_620,51.7,474.94,1
M_535,110.87,248.96,1
M_925,113.53,15.93,1
M_088,113.86,148.94,1
M_139,76.99,198.13,0
M_117,102.75,463.43,0
M_980,67.9,26.5,0
M_575,57.31,432.64,0
M_796,108.75,151.59,1
M_990,59.89,465.27,1
M_046,110.57,9.99,0
M_001,105.54,162.09,1
M_264,89.12,213.49,1
M_780,93.78,251.71,0
M_243,66.55,5.09,1
M_135,84.32,454.63,0
M_014,107.0,490.73,1
M_138,61.27,61.2,1
M_676,62.5,110.93,1
M_521,104.66,93.89,1
M_883,72.24,312.89,1
M_752,72.08,253.92,1
M_227,111.79,199.91,1
M_027,113.48,370.01,1
M_310,88.69,204.86,1
M_191,79.66,466.55,0
M_991,75.82,39.32,1
M_207,85.22,256.47,0
M_345,50.99,429.56,1
M_389,104.38,223.18,1
M_002,87.51,228.63,0
M_441,60.96,317.9,0
M_627,55.19,206.98,0
M_009,112.5,259.82,1
M_629,90.01,315.32,1
M_076,63.45,307.77,0
M_500,107.36,164.27,0
M_741,105.31,283.04,1
M_245,75.42,103.92,1
M_345,99.21,153.89,1
M_570,74.57,257.38,0
M_306,62.75,218.41,0
M_390,50.13,301.47,1
M_167,79.43,223.15,1
M_890,108.09,430.06,0
M_140,62.13,144.27,0
M_030,108.05,390.61,0
M_267,86.68,128.88,1
M_960,85.52,98.26,0
M_648,92.14,310.98,1
M_133,60.02,206.84,0
M_913,85.31,54.58,1
M_488,112.87,8.91,1
M_089,65.95,358.22,0
M_287,110.44,360.36,0
M_624,113.01,34.46,1
M_097,105.92,407.64,1
M_733,108.36,345.23,1
M_093,72.36,69.44,1
M_017,55.5,57.72,1
M_329,60.49,215.22,0
M_787,79.21,337.45,0
M_895,91.09,290.03,1
M_291,103.31,497.04,1
M_248,99.1,198.18,0
M_912,95.92,123.74,1
M_660,99.08,336.92,0
M_544,90.49,464.02,1
M_473,59.09,249.05,0
M_767,94.07,130.75,0
M_370,74.23,29.91,1
M_519,94.95,153.71,1
M_528,68.54,366.61,0
M_470,88.29,337.35,0
M_087,99.54,401.35,1
M_583,92.92,252.44,0
M_086,106.02,365.98,0
M_674,102.52,490.86,0
M_419,118.36,117.53,1
M_573,67.72,85.15,0
M_703,95.44,311.74,0
M_289,55.23,373.7,0
M_638,81.25,185.44,1
M_231,98.25,322.33,1
M_129,100.0,4.69,1
M_240,97.19,110.67,1
M_787,90.66,483.08,1
M_707,84.39,241.42,0
M_312,111.79,470.35,0
M_303,77.76,49.28,0
M_849,60.3,354.25,1
M_402,82.45,446.52,0
M_028,90.86,203.39,1
M_986,74.03,393.4,1
M_516,68.63,47.82,0
M_323,66.17,271.8,1
M_312,60.76,293.39,1
M_083,114.45,471.37,1
M_100,89.32,338.36,0
M_530,72.72,486.94,0
M_499,75.53,227.98,0
M_719,100.17,135.05,0
M_098,96.24,453.7,1
M_769,98.08,345.8,1
M_776,116.18,439.52,1
M_954,100.81,133.33,1
M_206,104.75,288.17,1
M_026,66.79,74.46,0
M_416,85.19,2.56,0
M_461,83.28,110.76,1
M_470,99.66,49.58,0
M_448,69.38,342.42,0
M_328,69.56,23.49,0
M_573,85.18,100.61,0
M_746,65.46,417.8,0
M_445,72.95,307.24,0
M_804,74.78,222.89,0
M_728,101.39,449.34,0
M_997,77.62,219.63,1
M_092,112.1,357.27,0
M_533,77.12,68.6,0
M_786,64.42,289.3,1
M_466,80.65,260.51,0
M_265,61.61,224.82,1
M_686,119.01,40.71,1
M_311,72.46,375.24,1
M_161,119.08,426.07,0
M_462,74.86,486.07,1
M_957,62.7,440.46,1
M_071,98.52,63.29,0
M_442,99.73,398.58,0
M_044,57.69,49.7,0
M_120,110.49,280.0,1
M_408,118.51,43.46,0
M_720,59.42,213.62,1
M_018,71.89,308.98,1
M_437,114.31,339.48,0
M_247,60.59,195.69,1
M_357,63.21,202.44,1
M_219,62.64,117.37,0
M_599,61.34,415.42,1
M_637,90.3,439.26,1
M_737,66.65,77.66,0
M_166,53.14,424.06,0
M_286,56.7,332.27,1
M_790,66.03,127.75,1
M_467,53.9,191.94,0
M_136,104.19,5.1,0
M_107,97.26,43.47,0
M_958,94.44,434.98,0
M_498,112.25,56.25,0
M_812,116.66,76.33,1
M_959,117.7,346.28,1
M_666,72.31,80.42,1
M_004,103.99,210.25,1
M_795,118.98,440.06,0
M_391,68.53,192.3,0
M_570,112.08,284.69,0
M_197,91.52,287.0,1
M_418,110.45,295.54,0
M_416,97.17,251.08,0
M_580,109.38,487.77,1
M_237,93.8,306.12,1
M_019,59.89,285.4,1
M_080,59.67,485.3,1
M_070,99.06,408.14,1
M_242,69.88,222.47,1
M_136,90.37,345.88,0
M_590,57.58,361.75,1
M_739,58.68,467.73,0
M_926,108.71,333.38,0
M_027,113.95,491.39,0
M_320,92.57,264.72,1
M_587,54.24,270.42,1
M_257,52.1,467.29,0
M_145,87.67,191.88,1
M_391,90.19,309.08,0
M_268,59.61,344.12,1
M_442,102.78,290.64,1
M_804,89.14,421.39,1
M_825,54.62,451.96,1
M_006,69.02,259.42,1
M_629,72.8,421.36,1
M_097,68.31,494.55,1
M_604,93.09,392.5,0
M_187,54.61,32.8,1
M_378,67.7,325.87,0
M_215,82.55,46.1,1
M_773,85.67,110.6,1
M_177,95.58,52.41,0
M_331,81.51,309.11,1
M_240,116.97,431.91,0
M_743,115.93,311.75,0
M_044,90.65,471.99,1
M_644,93.36,220.93,0
M_818,97.71,256.39,1
M_910,57.4,485.91,1
M_011,92.23,309.85,0
M_035,51.16,255.12,0
M_347,58.07,390.43,0
M_080,100.81,139.92,0
M_274,105.34,462.67,1
M_297,87.4,187.16,1
M_153,82.33,446.55,0
M_430,80.0,160.15,0
M_798,112.37,320.55,1
M_444,68.84,292.74,1
M_688,113.97,425.74,1
M_068,56.39,10.77,0
M_416,94.11,357.2,0
M_1000,77.3,450.84,0
M_374,93.82,299.06,0
M_255,69.17,150.81,1
M_187,61.16,385.19,1
M_435,90.83,76.44,1
M_046,54.34,57.2,0
M_877,79.48,348.43,1
M_423,64.69,164.6,0
M_901,64.74,442.4,1
M_482,93.38,219.86,0
M_851,71.1,463.32,1
M_608,94.52,51.88,1
M_325,61.85,157.16,1
M_540,61.38,301.25,0
M_418,81.03,146.53,1
M_579,83.73,150.89,1
M_654,112.54,412.36,0
M_899,105.23,147.62,1
M_231,107.21,289.14,0
M_567,60.05,263.59,0
M_654,109.51,393.23,1
M_734,117.77,206.25,0
M_928,83.49,129.02,0
M_230,90.75,460.49,1
M_410,56.74,456.2,1
M_276,116.62,287.67,0
M_356,100.07,305.42,0
M_901,97.84,122.25,0
M_950,60.8,11.26,1
M_486,90.26,4.81,0
M_030,106.61,197.09,1
M_147,113.36,328.75,0
M_026,69.0,337.14,0
M_242,53.44,143.87,0
M_402,54.13,288.81,1
M_053,51.44,409.13,0
M_343,117.96,325.31,1
M_589,106.61,25.34,0
M_114,108.47,157.92,1
M_658,79.23,307.31,0
M_750,51.37,472.96,1
M_235,108.88,357.35,1
M_013,68.62,61.15,0
M_731,115.19,267.43,0
M_022,101.65,450.81,0
M_174,79.34,368.4,1
M_537,82.76,37.55,1
M_587,92.34,269.26,0
M_125,107.52,333.54,1
M_592,104.85,43.73,1
M_665,118.62,144.57,0
M_953,77.65,470.75,0
M_912,50.46,198.73,0
M_709,104.25,14.86,1
M_349,114.68,162.09,1
M_764,59.59,30.6,0
M_601,93.26,158.39,1
M_132,101.71,290.21,1
M_770,69.03,378.7,1
M_991,105.54,197.49,0
M_338,117.93,16.88,0
M_825,59.05,278.58,1
M_904,57.93,311.88,0
M_063,110.19,128.78,0
M_860,101.06,143.92,1
M_058,59.16,230.14,1
M_043,62.36,383.53,0
M_976,115.48,66.29,1
M_710,71.41,480.02,0
M_998,99.55,53.94,0
M_831,57.12,205.96,1
M_377,69.96,180.75,1
M_494,114.36,52.68,0
M_358,85.86,168.59,0
M_253,73.75,415.49,0
M_090,110.36,449.28,0
M_239,90.26,292.77,0
M_588,118.92,360.63,1
M_625,87.31,230.68,0
M_950,113.85,179.87,0
M_966,85.22,269.92,1
M_586,85.97,35.82,1
M_868,56.92,235.14,0
M_828,105.62,263.43,1
M_808,84.08,467.42,0
M_756,69.91,326.96,0
M_989,60.5,103.65,1
M_757,71.29,326.54,1
M_342,95.08,192.41,0
M_435,107.78,365.97,0
M_157,83.88,135.32,1
M_946,69.79,227.76,1
M_350,104.42,80.12,0
M_255,101.0,490.98,1
M_565,111.74,473.24,0
M_115,54.77,41.55,0
M_005,88.18,342.19,0
M_313,109.44,85.45,1
M_771,106.5,51.42,0
M_907,65.19,274.72,1
M_693,119.39,60.61,1
M_135,60.96,120.09,1
M_072,110.12,126.34,0
M_123,117.21,165.78,0
M_043,51.22,6.51,1
M_035,66.0,123.99,1
M_796,100.92,127.56,1
M_448,103.48,165.05,0
M_786,59.84,436.69,0
M_764,98.44,465.47,0
M_500,66.65,401.57,1
M_022,104.85,365.2,0
M_499,85.16,437.11,0
M_652,86.08,161.03,1
M_288,117.78,266.7,1
M_596,80.01,350.06,0
M_151,109.02,284.22,1
M_420,77.04,263.37,0
M_850,64.33,333.34,1
M_963,85.97,102.33,1
M_863,74.16,429.62,0
M_161,75.07,375.16,1
M_908,87.04,27.86,1
M_805,95.31,40.6,1
M_229,70.97,179.63,1
M_812,69.46,322.58,1
M_873,112.98,44.06,0
M_547,58.46,400.65,0
M_076,91.28,262.47,0
M_432,78.27,254.32,1
M_654,61.1,300.33,1
M_151,59.56,259.04,1
M_632,99.08,370.39,0
M_511,108.63,428.33,1
M_957,98.12,83.52,1
